step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
298,CASH_OUT,86691.99,C104485786,139305.0,52613.01,C1045851631,224394.23,311086.22,0,0
181,CASH_IN,251761.72,C1538755058,220.0,251981.72,C1215206514,4440161.61,4188399.89,0,0
16,PAYMENT,22131.49,C1974823235,0.0,0.0,M1329701995,0.0,0.0,0,0
140,PAYMENT,5771.26,C1261975072,35266.73,29495.47,M1326080274,0.0,0.0,0,0
204,PAYMENT,8290.05,C1425738572,0.0,0.0,M1030416666,0.0,0.0,0,0
307,CASH_OUT,217968.74,C835564269,781782.8,563814.06,C812503472,704220.07,922188.81,0,0
225,TRANSFER,2728097.54,C77027386,418896.78,0.0,C644128549,5425506.73,8153604.27,0,0
300,CASH_OUT,206680.92,C1223654677,0.0,0.0,C2015602234,2587551.3,2794232.23,0,0
236,PAYMENT,5146.35,C793375360,724.0,0.0,M1542245535,0.0,0.0,0,0
348,PAYMENT,20578.12,C855559185,0.0,0.0,M1325524726,0.0,0.0,0,0
136,CASH_OUT,153947.53,C999164615,0.0,0.0,C1652369868,11513280.8,11667228.33,0,0
187,PAYMENT,1663.82,C1362204705,0.0,0.0,M1158967418,0.0,0.0,0,0
180,TRANSFER,7004.27,C1355466811,0.0,0.0,C1653976818,1744761.83,1751766.1,0,0
328,CASH_OUT,47144.76,C2129791645,69.0,0.0,C945150541,373704.02,420848.78,0,0
38,CASH_IN,71598.96,C447221044,210679.0,282277.96,C567252435,260695.55,189096.59,0,0
228,CASH_IN,251550.3,C1604067230,100303.0,351853.3,C1969324515,0.0,0.0,0,0
402,PAYMENT,22974.07,C2044501360,37969.8,14995.73,M1485808495,0.0,0.0,0,0
187,CASH_OUT,50465.56,C1732009672,0.0,0.0,C1575244913,357002.65,407468.21,0,0
306,CASH_OUT,410595.6,C1993457539,0.0,0.0,C234576441,540345.25,950940.85,0,0
306,CASH_OUT,209890.94,C83103734,0.0,0.0,C964940625,435203.2,645094.14,0,0
691,CASH_OUT,90069.4,C814731172,0.0,0.0,C1196275131,95444.17,185513.57,0,0
9,CASH_OUT,318179.85,C1167964365,0.0,0.0,C413046895,473839.29,687850.74,0,0
275,CASH_OUT,191514.85,C1205103660,0.0,0.0,C44014786,1407762.28,1599277.13,0,0
22,CASH_IN,109845.39,C251485830,203682.21,313527.59,C82473113,1108501.75,998656.36,0,0
161,CASH_OUT,166136.79,C2146521657,0.0,0.0,C399955527,2719444.69,2885581.49,0,0
310,PAYMENT,4786.46,C1678332089,709417.0,704630.54,M527006723,0.0,0.0,0,0
394,CASH_OUT,105874.92,C822908041,11030.0,0.0,C456091909,22161.56,128036.48,0,0
137,PAYMENT,10778.37,C1672095520,190542.79,179764.42,M1516550250,0.0,0.0,0,0
373,CASH_IN,160148.65,C832412735,1794596.74,1954745.39,C1851914880,5723924.97,5563776.32,0,0
158,CASH_OUT,134889.51,C1997203082,0.0,0.0,C736938493,8762314.47,8897203.97,0,0
37,PAYMENT,24867.38,C1082177870,101102.0,76234.62,M2103150881,0.0,0.0,0,0
322,PAYMENT,10238.68,C131912430,0.0,0.0,M1232520137,0.0,0.0,0,0
565,PAYMENT,35459.44,C1025596538,106065.0,70605.56,M2030222319,0.0,0.0,0,0
164,PAYMENT,5845.08,C1904189646,407472.93,401627.85,M1294029330,0.0,0.0,0,0
250,PAYMENT,9751.61,C149608752,0.0,0.0,M1725284578,0.0,0.0,0,0
279,PAYMENT,19351.56,C506195699,0.0,0.0,M2027879539,0.0,0.0,0,0
355,CASH_OUT,128501.0,C373723352,639021.0,510520.0,C992672207,0.0,128501.0,0,0
276,PAYMENT,4449.64,C354013512,122621.49,118171.85,M152997612,0.0,0.0,0,0
209,PAYMENT,7982.94,C1110010358,59678.0,51695.06,M1848290663,0.0,0.0,0,0
44,PAYMENT,7118.81,C1567206230,32628.0,25509.19,M2077913091,0.0,0.0,0,0
399,CASH_OUT,179498.74,C1122115641,27250.0,0.0,C584417248,382591.83,562090.57,0,0
136,PAYMENT,11122.2,C287077525,62412.65,51290.46,M645363955,0.0,0.0,0,0
38,PAYMENT,3450.08,C969930614,0.0,0.0,M749542131,0.0,0.0,0,0
211,PAYMENT,4264.51,C615912767,0.0,0.0,M374716178,0.0,0.0,0,0
41,CASH_OUT,265045.41,C345470233,0.0,0.0,C327016356,4541357.27,4806402.67,0,0
692,CASH_IN,44018.6,C2043885118,110501.0,154519.6,C913943446,25731938.05,25687919.46,0,0
14,PAYMENT,3882.75,C1291681229,246.0,0.0,M1979070704,0.0,0.0,0,0
255,PAYMENT,2802.53,C701625498,495159.0,492356.47,M1829572579,0.0,0.0,0,0
276,CASH_IN,225823.56,C423016728,181563.72,407387.28,C1421546627,925448.83,699625.27,0,0
356,CASH_OUT,106701.85,C1489672244,210.0,0.0,C1694536018,2046599.32,2153301.17,0,0
163,CASH_OUT,220642.08,C2138484510,0.0,0.0,C2020638256,400866.88,621508.96,0,0
180,CASH_OUT,298532.15,C1995703730,886.0,0.0,C1722972999,2843.79,301375.94,0,0
132,CASH_OUT,81288.19,C530693514,18037.0,0.0,C1380474736,0.0,81288.19,0,0
262,CASH_IN,160.11,C1231407323,34514.0,34674.11,C1472180649,0.0,0.0,0,0
372,CASH_IN,44168.41,C102527467,1580371.66,1624540.06,C68930018,1708147.05,1509496.43,0,0
709,CASH_IN,110709.2,C1135503811,11499.0,122208.2,C1289901713,567352.33,456643.13,0,0
164,CASH_OUT,22119.33,C1437599839,39756.0,17636.67,C560346439,206463.93,228583.26,0,0
206,CASH_IN,284079.47,C947993607,650.0,284729.47,C1740340065,0.0,0.0,0,0
282,TRANSFER,25559.93,C96981868,106257.0,80697.07,C1056255918,3350.99,28910.92,0,0
352,PAYMENT,6581.34,C1049622248,69859.01,63277.67,M1960932345,0.0,0.0,0,0
299,CASH_OUT,443616.32,C974674879,28232.0,0.0,C1174212987,252787.04,696403.36,0,0
327,CASH_IN,243841.49,C1995300545,185359.0,429200.49,C1242963285,0.0,0.0,0,0
275,PAYMENT,3656.12,C2018149761,0.0,0.0,M22338856,0.0,0.0,0,0
44,PAYMENT,6277.18,C541510132,0.0,0.0,M1239886257,0.0,0.0,0,0
378,CASH_OUT,255319.76,C1218716903,137800.0,0.0,C1929145182,324803.13,580122.89,0,0
9,PAYMENT,6962.91,C1373766654,6194.72,0.0,M1628257535,0.0,0.0,0,0
208,TRANSFER,338764.62,C1668854082,0.0,0.0,C285241025,3048532.76,3414418.7,0,0
395,CASH_IN,174268.01,C223024784,7932844.7,8107112.71,C1277901441,3647272.2,3473004.2,0,0
10,TRANSFER,1120530.19,C568934088,0.0,0.0,C1840046890,5368886.93,6489417.12,0,0
403,CASH_OUT,65573.51,C1336066396,0.0,0.0,C1439020512,124380.3,189953.81,0,0
681,CASH_IN,86820.3,C794008008,10282306.67,10369126.97,C1696798454,157811.74,70991.44,0,0
353,CASH_OUT,130154.14,C1898420009,0.0,0.0,C428824799,1003014.93,1133169.07,0,0
285,PAYMENT,35951.94,C19401703,29338.13,0.0,M1745106707,0.0,0.0,0,0
565,CASH_IN,51245.42,C1743499256,31140.0,82385.42,C1431848891,356416.06,305170.64,0,0
46,PAYMENT,10974.21,C1162225270,0.0,0.0,M2116111599,0.0,0.0,0,0
644,PAYMENT,10549.56,C739194323,0.0,0.0,M1363998539,0.0,0.0,0,0
307,PAYMENT,18913.54,C739032156,0.0,0.0,M1715520076,0.0,0.0,0,0
164,PAYMENT,6039.96,C1127469453,60371.0,54331.04,M1316390593,0.0,0.0,0,0
164,CASH_OUT,63367.11,C1141187760,178646.75,115279.64,C1354369620,904398.41,967765.52,0,0
308,CASH_OUT,283742.48,C1195784291,11039.0,0.0,C1964375014,1054320.12,1338062.6,0,0
211,CASH_IN,88981.44,C863424266,3003.0,91984.44,C802072009,0.0,0.0,0,0
183,PAYMENT,7859.15,C760846340,2031.0,0.0,M1140665583,0.0,0.0,0,0
301,PAYMENT,8761.91,C1673654990,57948.0,49186.09,M638639967,0.0,0.0,0,0
279,CASH_IN,48643.36,C954962519,4490228.94,4538872.3,C1570981584,982576.84,933933.48,0,0
348,CASH_OUT,304965.95,C301268116,40216.0,0.0,C309025789,8805.73,313771.67,0,0
310,PAYMENT,8512.21,C1635194226,0.0,0.0,M152370194,0.0,0.0,0,0
33,PAYMENT,3268.16,C1790801904,60068.0,56799.84,M1213223425,0.0,0.0,0,0
691,CASH_IN,77523.36,C1030080322,5126373.66,5203897.02,C377775603,368241.94,290718.58,0,0
206,PAYMENT,14635.54,C1911797454,0.0,0.0,M2084407258,0.0,0.0,0,0
236,CASH_OUT,185598.48,C359124508,77467.0,0.0,C1618343520,1276518.52,1462117.0,0,0
396,CASH_IN,377059.84,C1689467118,13405401.6,13782461.45,C1621687210,3347886.12,2970826.28,0,0
160,CASH_IN,204658.85,C2110691895,15078256.13,15282914.98,C1130053335,4919195.87,4714537.02,0,0
250,CASH_OUT,434580.29,C71142257,201681.0,0.0,C605088588,193564.41,628144.7,0,0
277,PAYMENT,14429.49,C1803006714,39713.0,25283.51,M1586219566,0.0,0.0,0,0
17,CASH_OUT,155605.58,C2016620345,30592.0,0.0,C1661651792,640775.97,796381.54,0,0
228,CASH_IN,48197.37,C1176082767,1056544.28,1104741.66,C1061483904,1086806.23,1038608.86,0,0
306,CASH_IN,129477.59,C1286753724,44226.0,173703.59,C1189357133,210538.01,81060.42,0,0
305,PAYMENT,3331.41,C1837984988,100455.0,97123.59,M1899242886,0.0,0.0,0,0
370,CASH_IN,153359.24,C337541970,5179399.97,5332759.21,C2138908104,2906371.98,2753012.75,0,0
19,TRANSFER,57090.83,C1071480532,21107.0,0.0,C1252707799,88409.41,145500.24,0,0
249,PAYMENT,39848.99,C232191721,57478.14,17629.15,M1403026903,0.0,0.0,0,0
322,CASH_IN,23925.66,C2084516046,9258339.22,9282264.89,C2016005451,8331645.17,8307719.51,0,0
134,PAYMENT,10576.81,C1000956952,20599.0,10022.19,M1667131178,0.0,0.0,0,0
401,PAYMENT,18179.81,C1654473548,20470.0,2290.19,M1043062440,0.0,0.0,0,0
232,CASH_OUT,274347.64,C1310655372,0.0,0.0,C2010000583,831713.83,1106061.47,0,0
382,CASH_IN,313106.08,C1113246274,2834694.72,3147800.79,C1441371744,893870.98,580764.9,0,0
208,PAYMENT,24824.06,C818537544,11273.0,0.0,M1803266655,0.0,0.0,0,0
514,CASH_IN,120645.97,C1629112053,19459087.15,19579733.12,C753099681,645669.18,525023.21,0,0
596,PAYMENT,4061.01,C1431496266,145.0,0.0,M1657050480,0.0,0.0,0,0
307,CASH_OUT,279251.33,C1717930653,0.0,0.0,C1076273857,970289.31,1249540.65,0,0
178,PAYMENT,7121.56,C1714798085,15050.92,7929.36,M661416992,0.0,0.0,0,0
327,TRANSFER,6320653.9,C793860584,15775.0,0.0,C269552495,581541.13,6902195.03,0,0
163,PAYMENT,6986.34,C45974923,0.0,0.0,M1147086103,0.0,0.0,0,0
236,PAYMENT,119.99,C2059843709,167659.56,167539.57,M382366281,0.0,0.0,0,0
538,PAYMENT,3649.73,C768207678,0.0,0.0,M1032135206,0.0,0.0,0,0
14,PAYMENT,6038.54,C256587986,0.0,0.0,M612902336,0.0,0.0,0,0
301,CASH_IN,24543.32,C1130499581,3103025.08,3127568.4,C1256435210,210945.11,186401.79,0,0
187,CASH_OUT,85824.81,C1980170433,80622.0,0.0,C456342742,654540.36,740365.17,0,0
159,CASH_OUT,19943.09,C989210654,0.0,0.0,C200243061,4002721.7,4022664.79,0,0
642,PAYMENT,18088.13,C1683648077,87593.62,69505.49,M1051994250,0.0,0.0,0,0
132,CASH_IN,145511.12,C1110024931,3915429.33,4060940.44,C58816289,1290260.31,1144749.2,0,0
178,TRANSFER,784816.32,C1963653023,248612.4,0.0,C963136245,2306591.15,3091407.47,0,0
403,DEBIT,2877.94,C110546613,8829.0,5951.06,C795204560,3135255.59,3138133.53,0,0
38,PAYMENT,19268.55,C1578997483,467870.93,448602.38,M1197123069,0.0,0.0,0,0
396,CASH_OUT,2640.28,C146516100,61596.0,58955.72,C895451711,0.0,2640.28,0,0
352,CASH_OUT,113735.53,C886472291,0.0,0.0,C1392577095,824354.96,938090.49,0,0
259,CASH_OUT,188470.32,C1913940909,63525.0,0.0,C1100174956,0.0,188470.32,0,0
681,CASH_IN,71257.31,C1720997528,59402.0,130659.31,C746042802,0.0,0.0,0,0
307,DEBIT,4577.11,C1830107003,9219.0,4641.89,C2023149521,2262117.27,2266694.38,0,0
232,CASH_OUT,75331.33,C735144966,246561.44,171230.11,C1008588636,1679273.89,1754605.21,0,0
258,PAYMENT,3394.71,C1858788259,0.0,0.0,M1199053105,0.0,0.0,0,0
546,CASH_IN,52995.32,C1266509131,4934.0,57929.32,C1582534629,1161573.24,1108577.92,0,0
394,PAYMENT,14911.21,C1608111897,0.0,0.0,M1071184910,0.0,0.0,0,0
13,PAYMENT,34502.62,C1489270349,5036.0,0.0,M2137488353,0.0,0.0,0,0
406,PAYMENT,14420.37,C1060037561,125741.0,111320.63,M824028983,0.0,0.0,0,0
9,CASH_OUT,68893.8,C166881491,0.0,0.0,C1475909248,815207.8,830369.34,0,0
396,TRANSFER,422947.61,C270028939,0.0,0.0,C1829671608,899667.98,1322615.59,0,0
228,PAYMENT,28285.2,C1944873275,21052.0,0.0,M948736492,0.0,0.0,0,0
255,PAYMENT,108.5,C576293439,45618.49,45509.98,M1785445434,0.0,0.0,0,0
138,PAYMENT,23032.46,C728430236,0.0,0.0,M845898163,0.0,0.0,0,0
402,CASH_OUT,49843.27,C673383048,243.0,0.0,C77181522,0.0,49843.27,0,0
94,TRANSFER,198175.56,C858678708,639.0,0.0,C729214165,1574922.9,1773098.47,0,0
181,CASH_IN,61423.18,C236339237,24476.0,85899.18,C1970794383,1514521.57,1453098.39,0,0
404,CASH_IN,32942.01,C1271079867,812.0,33754.01,C150861508,1597.0,0.0,0,0
37,PAYMENT,76140.73,C269903385,7075.0,0.0,M832664395,0.0,0.0,0,0
212,PAYMENT,40266.12,C201069943,0.0,0.0,M293865489,0.0,0.0,0,0
546,CASH_OUT,223627.0,C2053145745,572685.0,349058.0,C1684098311,1859605.63,2083232.63,0,0
8,TRANSFER,1306488.11,C778531371,18.0,0.0,C1271057169,20285.0,1211391.13,0,0
277,CASH_OUT,306149.73,C309670585,47758.0,0.0,C1542869673,0.0,306149.73,0,0
229,CASH_OUT,71529.42,C1819471795,10454.0,0.0,C1151346507,0.0,71529.42,0,0
400,CASH_IN,87662.61,C854759332,498.0,88160.61,C422069771,579239.09,491576.48,0,0
565,PAYMENT,16132.49,C2069362400,866277.0,850144.51,M1480379095,0.0,0.0,0,0
373,CASH_OUT,234694.92,C1160100653,0.0,0.0,C2094143776,1037575.74,1272270.66,0,0
211,CASH_IN,190798.48,C808026834,31784.0,222582.48,C1121095806,112044.65,0.0,0,0
691,CASH_OUT,84244.52,C772744760,0.0,0.0,C1496970269,155210.5,239455.02,0,0
95,CASH_OUT,45742.36,C649143335,39038.38,0.0,C318693720,251036.44,296778.8,0,0
305,TRANSFER,10000000.0,C1056550716,11404.0,0.0,C146141464,0.0,11647536.43,0,0
520,TRANSFER,14531.05,C266943732,40237.0,25705.95,C719026644,9091218.73,9105749.77,0,0
356,CASH_OUT,86782.09,C2043309927,564.0,0.0,C1470948909,73136.61,159918.7,0,0
250,PAYMENT,1732.04,C1985174214,18675.0,16942.96,M1243188701,0.0,0.0,0,0
233,CASH_IN,41058.79,C1220432111,6277.0,47335.79,C450596547,1430127.87,1389069.08,0,0
132,PAYMENT,29521.73,C992135573,8329.15,0.0,M2087215941,0.0,0.0,0,0
163,CASH_IN,98684.52,C777860585,638914.52,737599.04,C993884064,180576.16,81891.64,0,0
191,CASH_OUT,512268.78,C170016224,0.0,0.0,C1352952367,3166813.05,3679081.82,0,0
187,CASH_IN,222971.34,C933172657,1110787.42,1333758.76,C1216323170,335547.83,112576.48,0,0
321,TRANSFER,344772.74,C1582008298,0.0,0.0,C1861243605,1364329.46,1709102.2,0,0
178,PAYMENT,1854.63,C1875767263,0.0,0.0,M1758584680,0.0,0.0,0,0
204,CASH_IN,156078.81,C705249091,101383.0,257461.81,C502919658,41403.0,0.0,0,0
206,CASH_IN,317385.41,C1371385112,231751.96,549137.38,C1815123453,2898266.1,2580880.68,0,0
596,TRANSFER,672852.12,C1334920033,0.0,0.0,C1259203714,1867950.34,2540802.46,0,0
135,PAYMENT,9294.76,C1616041039,0.0,0.0,M1283288416,0.0,0.0,0,0
404,CASH_IN,88074.79,C542430694,966698.23,1054773.02,C1659957068,329143.89,241069.1,0,0
305,PAYMENT,17810.13,C1933989443,377834.9,360024.77,M1187119340,0.0,0.0,0,0
330,CASH_IN,48040.01,C1764860651,3246207.4,3294247.41,C1319096970,1915557.89,1867517.88,0,0
41,CASH_IN,88428.0,C751609322,11222511.85,11310939.85,C56404339,515001.32,426573.32,0,0
134,PAYMENT,6651.8,C584250580,0.0,0.0,M2018016045,0.0,0.0,0,0
37,CASH_OUT,63794.37,C856059877,0.0,0.0,C1969699160,1328110.57,1391904.94,0,0
15,CASH_IN,215121.53,C1774342936,1065097.9,1280219.42,C2050426176,7681825.45,7466703.92,0,0
41,TRANSFER,404890.47,C1932371935,0.0,0.0,C517292100,411344.21,816234.68,0,0
13,CASH_IN,72372.88,C1198560486,9286711.5,9359084.38,C991633018,208478.99,136106.11,0,0
233,PAYMENT,6201.48,C940705216,0.0,0.0,M956603411,0.0,0.0,0,0
42,PAYMENT,14055.03,C505471999,448568.57,434513.54,M648249762,0.0,0.0,0,0
302,PAYMENT,8215.48,C723015075,50358.0,42142.52,M710138871,0.0,0.0,0,0
38,CASH_IN,259669.72,C1178732384,6415286.7,6674956.41,C997608398,5572304.41,5312634.69,0,0
207,CASH_OUT,74048.93,C954833426,1265.0,0.0,C647187605,4287269.99,4361318.92,0,0
180,TRANSFER,785897.04,C1258369173,20676.0,0.0,C1980666823,98876.52,884773.56,0,0
163,TRANSFER,29766.9,C1207138042,26180.48,0.0,C2022317806,792195.46,1385243.2,0,0
142,PAYMENT,15.85,C1879658819,0.0,0.0,M865325589,0.0,0.0,0,0
396,PAYMENT,2792.37,C1904521615,0.0,0.0,M859944202,0.0,0.0,0,0
297,PAYMENT,1110.71,C225613689,30330.0,29219.29,M1670758640,0.0,0.0,0,0
298,CASH_OUT,131501.53,C6695557,0.0,0.0,C800147757,902908.96,1034410.49,0,0
346,TRANSFER,492459.72,C1078159321,204.0,0.0,C1168893045,1612132.08,2104591.81,0,0
13,CASH_OUT,283037.89,C1331705343,20732.0,0.0,C626844969,9934.0,292971.89,0,0
13,TRANSFER,750645.79,C228516162,0.0,0.0,C2125882969,3747538.26,4304266.98,0,0
349,CASH_OUT,462685.03,C1350571572,20396.0,0.0,C1651393359,864926.46,1327611.49,0,0
526,PAYMENT,8938.28,C128475679,0.0,0.0,M1998671792,0.0,0.0,0,0
134,CASH_OUT,54809.14,C1164196896,0.0,0.0,C630410235,780762.03,835571.17,0,0
163,TRANSFER,501821.36,C311830331,0.0,0.0,C426463083,889768.02,1391589.38,0,0
545,PAYMENT,9528.23,C1916252287,177553.83,168025.6,M379334573,0.0,0.0,0,0
212,CASH_OUT,476760.81,C1790605716,0.0,0.0,C710144426,2967488.97,3444249.78,0,0
138,CASH_OUT,142342.86,C1209745469,0.0,0.0,C1866887606,1150642.48,1439133.89,0,0
230,CASH_OUT,160331.43,C473620912,31626.0,0.0,C1667330798,410979.56,571310.99,0,0
37,CASH_OUT,231951.88,C2022863776,0.0,0.0,C1486287770,551721.85,783673.74,0,0
275,CASH_OUT,103437.66,C234004250,0.0,0.0,C1852757744,306920.87,410358.53,0,0
138,DEBIT,1171.96,C1233233571,0.0,0.0,C863693656,51155.72,52327.68,0,0
144,TRANSFER,252791.41,C884337140,0.0,0.0,C826214626,735228.41,988019.82,0,0
281,PAYMENT,11267.05,C764612706,12303.0,1035.95,M584745275,0.0,0.0,0,0
262,PAYMENT,5927.08,C1038459138,0.0,0.0,M819604381,0.0,0.0,0,0
322,TRANSFER,2219747.31,C251753629,3742.0,0.0,C121387876,616638.75,2836386.06,0,0
274,TRANSFER,219077.98,C1817689329,0.0,0.0,C433776107,1316674.74,1535752.72,0,0
254,CASH_OUT,73249.99,C1490897425,362.0,0.0,C1645299176,0.0,73249.99,0,0
39,CASH_IN,343686.93,C1167803136,302128.69,645815.62,C552817693,496645.79,152958.86,0,0
37,CASH_IN,8643.02,C525294390,0.0,8643.02,C1028061559,576118.15,567475.13,0,0
17,CASH_IN,22365.93,C1146046442,10722.0,33087.93,C1049124621,17957025.98,17934660.05,0,0
376,CASH_IN,122712.79,C1536170267,30140.0,152852.79,C1112828620,60616.04,0.0,0,0
205,PAYMENT,2901.99,C604398469,21438.0,18536.01,M1744427286,0.0,0.0,0,0
155,CASH_OUT,402534.77,C370038309,0.0,0.0,C1751073738,12777480.02,12936348.32,0,0
162,CASH_OUT,70787.47,C183155595,29775.0,0.0,C888058998,26470.59,97258.06,0,0
379,CASH_OUT,126560.42,C702187690,49839.0,0.0,C2099700002,113496.14,240056.56,0,0
212,CASH_OUT,107393.03,C1656026138,102233.0,0.0,C1694591726,294719.23,402112.26,0,0
225,CASH_OUT,39328.27,C917013345,0.0,0.0,C1415899944,357668.18,396996.46,0,0
10,CASH_OUT,282786.94,C1037376353,2792.0,0.0,C251155815,1116552.97,1840582.94,0,0
406,CASH_OUT,269718.97,C417736275,215920.9,0.0,C15827630,597855.47,867574.44,0,0
37,CASH_OUT,34893.47,C502066339,95028.21,60134.74,C611050938,3422444.63,3457338.1,0,0
297,PAYMENT,6122.65,C893780048,0.0,0.0,M1095734529,0.0,0.0,0,0
289,CASH_OUT,16614.12,C1974226881,11001.0,0.0,C612166068,10748.09,27362.21,0,0
17,CASH_IN,353405.36,C1568346754,968417.69,1321823.05,C469850169,815723.39,112049.9,0,0
347,PAYMENT,6422.21,C1528277704,0.0,0.0,M2063684046,0.0,0.0,0,0
396,CASH_IN,523433.0,C1379814404,167935.0,691368.0,C1904542756,2744053.01,2220620.0,0,0
158,PAYMENT,21257.53,C1701030446,2381.05,0.0,M579483592,0.0,0.0,0,0
43,PAYMENT,10513.47,C51780009,498.0,0.0,M283880048,0.0,0.0,0,0
230,CASH_OUT,5160.44,C2089172892,235747.67,230587.23,C298829593,5614.45,10774.89,0,0
163,PAYMENT,12884.57,C823904517,0.0,0.0,M925192268,0.0,0.0,0,0
356,CASH_OUT,1885.81,C2009956440,10476.0,8590.19,C1308538418,0.0,1885.81,0,0
361,PAYMENT,4095.2,C40450227,0.0,0.0,M2069067304,0.0,0.0,0,0
308,CASH_OUT,420295.12,C192723537,4010.0,0.0,C1792125804,64006.56,484301.69,0,0
279,PAYMENT,5517.21,C469077017,0.0,0.0,M2073771337,0.0,0.0,0,0
212,CASH_IN,184608.92,C1117645502,68574.0,253182.92,C1919620942,3196824.17,3012215.25,0,0
322,CASH_OUT,196206.78,C410483142,0.0,0.0,C513974585,375268.06,571474.84,0,0
10,PAYMENT,23342.38,C1571746524,1098396.9,1075054.52,M1544381432,0.0,0.0,0,0
396,CASH_OUT,50972.29,C506140966,201297.0,150324.71,C736439906,779667.85,1001739.57,0,0
131,PAYMENT,710.96,C360323318,0.0,0.0,M316948253,0.0,0.0,0,0
137,PAYMENT,13925.88,C555968994,0.0,0.0,M1778157984,0.0,0.0,0,0
393,TRANSFER,1875093.66,C41799909,20063.0,0.0,C736468616,42558.35,1917652.01,0,0
304,CASH_OUT,175912.75,C1759090178,0.0,0.0,C1192376487,368358.6,544271.35,0,0
229,CASH_OUT,11984.64,C226726917,0.0,0.0,C2145041211,4993594.01,6677148.03,0,0
11,PAYMENT,35640.9,C1781444545,29847.48,0.0,M573339629,0.0,0.0,0,0
203,CASH_OUT,177468.42,C1377909606,29819.0,0.0,C1088720920,478640.63,656109.05,0,0
252,CASH_OUT,398710.44,C396310124,42005.0,0.0,C1780947923,2409001.64,2807712.08,0,0
17,CASH_OUT,286038.99,C131016091,22212.0,0.0,C1643855278,12868545.4,12952819.37,0,0
34,CASH_OUT,214404.8,C761161692,0.0,0.0,C483404633,2091022.44,2305427.25,0,0
566,PAYMENT,1708.14,C1544231172,0.0,0.0,M353075447,0.0,0.0,0,0
378,CASH_OUT,143824.71,C2048970994,0.0,0.0,C337993072,1119951.44,1263776.15,0,0
403,TRANSFER,87943.01,C249444385,11321.0,0.0,C36003106,2967307.2,3055250.22,0,0
381,PAYMENT,3331.53,C1494661921,123.0,0.0,M1838751148,0.0,0.0,0,0
380,TRANSFER,166448.64,C1137459728,0.0,0.0,C1257996331,1761855.07,2028062.94,0,0
351,PAYMENT,677.88,C1670368918,4182.0,3504.12,M135761198,0.0,0.0,0,0
329,PAYMENT,13104.39,C1430411598,0.0,0.0,M1717634322,0.0,0.0,0,0
137,CASH_OUT,84339.43,C589487432,212969.0,128629.57,C481925267,703971.66,788311.09,0,0
375,PAYMENT,872.92,C948778067,15770.0,14897.08,M1411094650,0.0,0.0,0,0
209,CASH_OUT,279297.88,C1343067549,31.0,0.0,C1579416612,54051.56,333349.44,0,0
13,PAYMENT,5492.53,C886418782,0.0,0.0,M983143302,0.0,0.0,0,0
333,CASH_OUT,252769.86,C158305552,133297.0,0.0,C1460099032,0.0,252769.86,0,0
43,CASH_IN,115473.64,C63533468,101750.0,217223.64,C1723195099,479740.36,364266.72,0,0
407,PAYMENT,16299.51,C1298137630,29948.0,13648.49,M1475456658,0.0,0.0,0,0
134,CASH_IN,67757.06,C1107360718,1769221.95,1836979.01,C332618411,333491.95,265734.88,0,0
550,CASH_IN,104228.94,C1995667838,3042512.36,3146741.31,C692149985,328650.07,224421.13,0,0
21,TRANSFER,729687.06,C243157116,0.0,0.0,C535222720,3709696.15,4439383.21,0,0
259,PAYMENT,1276.43,C208456686,0.0,0.0,M1729926035,0.0,0.0,0,0
207,PAYMENT,2082.71,C66018558,0.0,0.0,M1199339413,0.0,0.0,0,0
285,CASH_OUT,549336.49,C1394868568,0.0,0.0,C1593703392,19811845.77,20361182.25,0,0
394,CASH_OUT,314356.44,C1117154659,0.0,0.0,C1308416240,784260.91,1098617.34,0,0
256,CASH_OUT,117183.26,C983488755,594442.0,477258.74,C1350227330,129759.0,246942.26,0,0
226,PAYMENT,19034.35,C515357463,0.0,0.0,M1762994041,0.0,0.0,0,0
278,PAYMENT,17261.11,C1222815720,98495.0,81233.88,M1743692352,0.0,0.0,0,0
187,CASH_IN,338236.05,C1260835502,2452076.9,2790312.95,C2092703869,1367059.58,1028823.54,0,0
331,CASH_IN,234329.58,C442329291,4038.0,238367.58,C155776961,233670.48,0.0,0,0
157,CASH_OUT,222139.69,C2053215872,0.0,0.0,C1248032388,2085459.12,2307598.81,0,0
331,PAYMENT,4495.37,C581964867,61977.0,57481.63,M1793580129,0.0,0.0,0,0
212,PAYMENT,3930.55,C33989697,11574.0,7643.45,M1166815234,0.0,0.0,0,0
207,PAYMENT,7045.3,C516134311,1180.0,0.0,M1386875761,0.0,0.0,0,0
41,PAYMENT,714.75,C210680589,0.0,0.0,M1633603573,0.0,0.0,0,0
134,CASH_OUT,306926.43,C742156122,0.0,0.0,C713472262,561270.65,868197.08,0,0
178,PAYMENT,8821.42,C1247752000,0.0,0.0,M1010235109,0.0,0.0,0,0
374,CASH_IN,230449.12,C1010007276,5401221.32,5631670.44,C1102338587,2028686.14,1798237.01,0,0
157,CASH_IN,100822.68,C450096211,4742837.79,4843660.47,C1237022946,1522880.55,1422057.87,0,0
11,CASH_OUT,378328.78,C792572741,0.0,0.0,C76713458,812961.46,1191290.24,0,0
166,PAYMENT,12429.34,C853265338,15762.0,3332.66,M1817128302,0.0,0.0,0,0
